,agent,address,beds,receptions,baths,post_code
376,James Agent,"Mucklets Court, Musselburgh EH21",2,1,1,EH21
377,James Agent,"Woodside Place, Galashiels TD1",2,1,1,TD1
378,Peachtree Property,"Inchinnan Road, Renfrew PA4",2,1,1,PA4
379,Morton Napier,"High Street, Burntisland KY3",1,1,1,KY3
380,Caledonia Bureau,"The Elms, First Avenue, Bonhill, Alexandria G83",3,1,1,G83
381,Monster Moves,"56 Tower Street, Golspie, Sutherland KW10",3,1,1,KW10
382,Village Estates,"Craigieburn Road, Cumbernauld G67",3,1,1,G67
383,Maloco & Associates,"15 Houldsworth Street, Blairhall KY12",2,1,1,KY12
384,Remax Property Marketing,"Tyrwhitt Place, Rosyth, Dunfermline KY11",3,1,1,KY11
385,Allen & Harris - Stirling,"Forthview, Bannockburn, Stirling FK7",2,1,1,FK7
386,"Purplebricks, Head Office","Henderson Crescent, Broxburn EH52",3,1,1,EH52
387,MQ Estate Agents & Lettings,"Branchalfield Drive, Wishaw, Lanarkshire ML2",2,1,1,ML2
388,Lanarkshire Law Estate Agents,"Bellvue Crescent, Bellshill ML4",2,1,1,ML4
389,Harbor Property,"Springcroft Crescent, Glasgow G69",3,1,2,G69
390,"Allen & Harris - Clarkston, Glasgow","Redwood Crescent, East Kilbride, Glasgow G74",4,2,2,G74
391,Morgans,"Urquhart Crescent, Dunfermline KY12",2,1,1,KY12
392,Rollos Law LLP,"27, Tarvit Avenue, Cupar, Fife KY15",2,1,1,KY15
393,Bannerman Burke Properties Ltd,"Bowden Road, Hawick TD9",2,1,1,TD9
395,Mchugh Estate Agents Ltd,"Morar Avenue, Clydebank G81",2,1,1,G81
396,Kelvin Valley Properties,"Market Place, Kilsyth, Glasgow G65",2,1,1,G65
397,Donald Ross Estate Agents Ltd,"25 Boswell Crescent, Cumnock KA18",2,1,1,KA18
398,Lanarkshire Law Estate Agents,"North Road, Bellshill ML4",2,2,2,ML4
399,Abode Estate Agency,"Crawhill Drive, Bargeddie G69",3,1,2,G69
400,Simple Approach Estate Agents,"Grayhills Lane, Liff, Dundee DD2",3,1,2,DD2
402,Irving Geddes,"Sauchie Road, Crieff PH7",4,1,3,PH7
403,"Purplebricks, Head Office","Connaught Place, Edinburgh EH6",2,1,1,EH6
404,South West Property Centre,"6 Glen Street, Stranraer DG9",3,1,2,DG9
405,Your Move - Elgin,"Community Way, Lossiemouth, Moray IV31",3,2,2,IV31
406,Cameron Stephen & Co,"Roseneath Terrace, Edinburgh EH9",2,1,1,EH9
408,"Springbok Properties, Nationwide","Prince Street, Peterhead, Aberdeen, Aberdeen AB42",2,1,1,AB42
409,"Purplebricks, Head Office","Woodlands, Turriff AB53",3,1,1,AB53
410,Cameron Stephen & Co,"Craigentinny Avenue, Edinburgh EH7",4,1,2,EH7
411,B-Spoke Property,"Douglas Street, Stirling FK8",1,1,1,FK8
412,"Purplebricks, Head Office","Ryebank, Livingston EH54",3,1,1,EH54
413,The Skye Property Centre,"Carbostmore, Carbost, Isle Of Skye IV47",2,1,1,IV47
414,BRIDGES PROPERTIES LIMITED,"Whitelaw Drive, Bathgate EH48",3,2,1,EH48
415,Allen & Harris - Irvine,"Regal Court, North Street, Dalry KA24",3,1,2,KA24
416,Isle Of Skye Estate Agency,"Fasach, Glendale IV55",3,1,2,IV55
417,Mchugh Estate Agents Ltd,"Clarence Street, Clydebank G81",4,1,2,G81
420,"Purplebricks, Head Office","Ben More Drive, Paisley PA2",3,2,1,PA2
421,"Purplebricks, Head Office","27 Sunbury Street, Edinburgh EH4",3,1,2,EH4
422,Slater Hogg & Howison - Greenock Sales,"Oxford Avenue, Gourock, Inverclyde PA19",3,2,1,PA19
423,Slater Hogg & Howison - Greenock Sales,"Albert Road, Gourock, Inverclyde PA19",2,1,1,PA19
424,Slater Hogg & Howison - Paisley Sales,"Wraes View, Barrhead, Glasgow G78",2,1,1,G78
425,AB Property Consultants & Estate Agents G69,"Glasgow Road, Garrowhill, Glasgow G69",5,2,3,G69
426,On The Move,"Tankerland Road, Glasgow G44",2,1,1,G44
429,Remax Property,"Galbraith Crescent, Larbert, Falkirk FK5",4,1,3,FK5
430,Slater Hogg & Howison - Kirkcaldy,"Whytehouse Avenue, Kirkcaldy, Fife KY1",5,2,2,KY1
434,First For Homes,"Evandale Court, Glenrothes KY6",3,1,1,KY6
435,"Purplebricks, Head Office","Caledonian Court, Dundee DD2",2,1,1,DD2
437,"Purplebricks, Head Office","Whitehorse Terrace, Aberdeen AB23",3,1,1,AB23
438,A M Simpson and Son,"Dundanion Road, Moffat DG10",2,1,1,DG10
439,Remax Property Marketing,"Houliston Avenue, Inverkeithing KY11",2,1,1,KY11
440,Remax Property,"Linhouse Road, East Calder EH53",2,1,1,EH53
441,Vanilla Square,"Firpark Close, Dennistoun, Glasgow G31",2,1,2,G31
442,Your Move - Dalkeith,"Place Charente, Dalkeith, Midlothian EH22",3,1,1,EH22
443,Warners,"120/2 Willowbrae Road, Willowbrae, Edinburgh EH8",2,1,2,EH8
445,Masson Cairns,"Seafield Avenue, Grantown-On-Spey PH26",3,1,2,PH26
446,Possible Estate Agents,"6 Alder Grove, Scone PH2",2,1,1,PH2
447,Pacitti Jones,"43 Buckingham Drive, Rutherglen, Glasgow G73",3,1,1,G73
448,McDougall McQueen,"6 Cuiken Avenue, Penicuik EH26",2,1,1,EH26
449,Pacitti Jones,"0/2, 95 London Avenue, Glasgow G40",2,1,1,G40
450,Upload Abode,"Brankholm Brae, Hamilton ML3",2,1,1,ML3
451,MQ Estate Agents & Lettings,"Flat 3/5, Cables Wynd, Edinburgh EH6",2,1,2,EH6
452,LM Properties,"Kelburne Drive, Paisley PA1",1,1,1,PA1
453,Shanta Residential,"West Princes Street, Glasgow G4",3,1,1,G4
454,"Purplebricks, Head Office","32 Nithsdale Drive, Glasgow G41",1,1,1,G41
455,Mov8 Real Estate,"Cadwell Gardens, Gorebridge EH23",5,2,3,EH23
456,"Purplebricks, Head Office","48 Moorfoot Avenue, Paisley PA2",2,1,1,PA2
457,Mov8 Real Estate,"Upper Craigour, Little France, Edinburgh EH17",3,2,1,EH17
458,Mov8 Real Estate,"Woodhall Drive, Juniper Green EH14",2,1,1,EH14
459,Barratt Homes - The Fairways,"""Inveraray"" at Westbarr Drive, Coatbridge ML5",4,2,2,ML5
460,Miller Homes - Evergreen Manor,"""Hartwood"" at Irvine Road, Kilmaurs, Kilmarnock KA3",4,2,3,KA3
461,"Purplebricks, Head Office","4 Murdoch Terrace, Edinburgh EH11",1,1,1,EH11
462,Robertson Homes - Southfield Grange,"""Nasmyth Garden Room"" at Malletsheugh Road, Newton Mearns, Glasgow G77",5,2,3,G77
464,Savills - Edinburgh Town,"Bruntsfield Avenue, Edinburgh EH10",2,1,2,EH10
465,"Purplebricks, Head Office","Morion Road, Glasgow G13",2,1,1,G13
466,Barratt Homes - Thornton View,"""Cullen"" at Ayton Park South, East Kilbride, Glasgow G74",4,2,2,G74
467,David Wilson Homes - DWH @ Dargavel Village,"""Traigh"" at Glenluce Drive, Bishopton PA7",4,2,2,PA7
469,"Clyde Property, West End","Weymouth Drive, Kelvindale, Glasgow G12",2,2,1,G12
470,Barratt Homes - The Scholars,"""Leven"" at Holehouse Road, Kilmarnock KA3",4,2,2,KA3
471,David Wilson Homes - Cammo Meadows,"""Brechin"" at Maybury Road, Barnton, Edinburgh EH4",4,2,2,EH4
472,Re/Max Property Marketing Centre (ABERDEEN LTD),"Links Road, Aberdeen AB24",2,1,1,AB24
473,Re/Max Property Marketing Centre (ABERDEEN LTD),"Midmar, Inverurie AB51",3,3,2,AB51
474,R&G Estate Agents,"Loch Road, Kirkintilloch, Glasgow G66",2,1,1,G66
475,"Purplebricks, Head Office","Lilybank Mews, Dundee DD4",3,2,1,DD4
476,Allen & Harris - Paisley,"Weavers Avenue, Paisley PA2",3,1,1,PA2
478,Mov8 Real Estate,"Broughton Road, Edinburgh EH7",1,1,1,EH7
479,"Your Move - McLaughlin, Bellshill","Baird Place, Bellshill ML4",2,1,1,ML4
480,Yopa,"Prunier Drive, Peterhead AB42",3,1,1,AB42
481,Neilsons Solicitors & Estate Agents,"14/8 Robert Burns Drive, Edinburgh EH16",2,1,1,EH16
482,VMH Solicitors,"Birkenside, Gorebridge EH23",2,1,1,EH23
483,Slater Hogg & Howison - Greenock Sales,"Falcon Lane, Greenock, Inverclyde PA16",2,1,1,PA16
484,McEwan Fraser Legal,"Glenvarloch Crescent, Liberton, Edinburgh EH16",3,1,1,EH16
485,Slater Hogg & Howison - Stirling Sales,"Barnsdale Road, Stirling, Stirlingshire FK7",1,1,1,FK7
486,McEwan Fraser Legal,"Kinglas Road, Bearsden, Glasgow G61",2,1,1,G61
487,Cochran Dickie (Paisley),"8 Caplaw Road, Paisley PA2",2,1,1,PA2
488,McEwan Fraser Legal,"Whitehill Road, Newcraighall, Edinburgh EH22",5,2,2,EH22
491,Property Connections Estate Agency LTD,"The Green, Bathgate EH48",3,1,1,EH48
493,McEwan Fraser Legal,"Clover Way, Blairhall, Dunfermline, Fife KY12",3,1,1,KY12
494,Keller Williams Evolve,"Victoria Terrace, Kilmarnock KA1",2,1,2,KA1
495,"Purplebricks, Head Office","Holmpark, Bishopton PA7",3,1,1,PA7
496,Re/Max Property Marketing Centre (ABERDEEN LTD),"Stewart Road, Alford AB33",3,1,2,AB33
497,Homes For You,"Castle Drive, Stenhousemuir, Larbert FK5",4,2,3,FK5
498,Village Estates,"Annathill Gardens, Annathill ML5",3,2,2,ML5
499,Delmor Ltd (Leven),"Dunecht Court, Glenrothes KY7",1,1,1,KY7
500,Delmor Ltd (Leven),"Wellesley Road, Methil, Leven KY8",3,1,2,KY8
501,Delmor Ltd (Leven),"Cairns Terrace, Methilhill, Leven KY8",3,2,2,KY8
502,Arthur & Simpson,"Clousta, Bixter, Shetland ZE2",5,2,2,ZE2
503,Countrywide Scotland - Baillieston,"Bowes Crescent, Garrowhill, Glasgow G69",3,1,2,G69
504,Angel Homes,"Thorndyke, Calderwood, East Kilbride G74",2,1,1,G74
505,Fords Daly Legal,"Dornoch Crescent, Kirkcaldy KY2",2,2,1,KY2
506,"Purplebricks, Head Office","Finglas Gardens, Callander FK17",3,1,1,FK17
508,Keller Williams Evolve,"Barclay House, West Langlands Street, Kilmarnock KA1",2,2,1,KA1
509,Aberdein Considine,"140A, Old Rutherglen Road, Glasgow G5",3,1,1,G5
510,Aberdein Considine,"Manse Crescent, Stirling FK7",3,2,1,FK7
511,McIntyre & Company,"Foyers Road, Kinlochleven PH50",2,1,1,PH50
512,Aberdein Considine,"Tudsbery Avenue, Edinburgh EH16",3,1,2,EH16
514,Aberdein Considine,"Paradise Place, Perth PH2",3,1,1,PH2
515,Remax,"Granary Wynd, Monikie DD5",3,2,2,DD5
516,Warners,"19 (Flat 11) Murdoch Terrace, Fountainbridge, Edinburgh EH11",2,1,1,EH11
517,Blair Cadell,"113/5 Pitt Street, Edinburgh EH6",1,1,1,EH6
524,Yopa,"Callum Drive, Dumfries DG1",3,1,2,DG1
526,Countrywide Scotland - Burnside,"Glencairn Drive, Rutherglen, Glasgow G73",1,1,1,G73
528,Slater Hogg & Howison - Falkirk Sales,"Taransay Drive, Polmont, Falkirk FK2",2,1,1,FK2
531,Momo Homes,"Calderglen Avenue, Blantyre, Glasgow G72",3,2,1,G72
532,Slater Hogg & Howison - Greenock Sales,"Kelly Street, Greenock, Inverclyde, . PA16",4,1,2,PA16
533,Slater Hogg & Howison - Paisley Sales,"Ivanhoe Road, Paisley, Renfrewshire PA2",1,1,1,PA2
534,"Purplebricks, Head Office","Murray Place, Inverness IV2",2,1,1,IV2
535,Tip Top Estate Agents,"Sannox Gardens, Dennistoun, Glasgow G31",3,1,1,G31
536,RGM Solicitors,"Muirhouses Avenue, Bo'ness EH51",4,2,3,EH51
537,E2W Property,"Caledonian Street, Nairn IV12",2,1,1,IV12
538,Home Sweet Home Estate Agents,"St. Fergus Drive, Inverness IV3",2,1,1,IV3
539,Hemmings Homes,"Airbles Crescent, Motherwell ML1",3,2,1,ML1
540,RGM Solicitors,"36 Grangeburn Road, Grangemouth FK3",1,1,1,FK3
541,MQ Estate Agents & Lettings,"Hill Street, City Centre, Glasgow G3",2,1,1,G3
542,SB Property,"Waverley Terrace, Dumbarton, West Dunbartonshire G82",2,1,1,G82
543,Walker Laird Solicitors & Estate Agents,"Millburn Way, Renfrew PA4",1,1,1,PA4
544,Keller Williams,"Beechbank Crescent, East Calder, West Lothian EH53",3,2,1,EH53
546,Allen & Harris - Shawlands,"Kirkoswald Road, Glasgow G43",3,1,1,G43
547,Allen & Harris - Shawlands,"Barrland Street, Glasgow G41",2,1,2,G41
553,Lindsays,"Harrismith Place, Easter Road, Edinburgh EH7",2,1,1,EH7
554,Sneddons,"Long Row, Halbeath, Dunfermline KY12",3,1,1,KY12
555,Premier Properties Perth,"Strathearn Place, Perth PH2",3,1,1,PH2
556,Taylor William,"Kelvin Street, Grangemouth, Stirlingshire FK3",3,1,1,FK3
557,Robinson Moore Ltd,"Netherwood Avenue, Cumbernauld, Glasgow G68",3,1,2,G68
558,Your Move - Stewart Filshill,"Cherry Court, Methil, Leven KY8",3,1,1,KY8
559,Russel + Aitken Edinburgh LLP,"Comely Bank Row, Edinburgh EH4",1,1,1,EH4
560,Warners,"10 Miners Walk, Dalkeith EH22",2,1,2,EH22
562,Gillespie Property,"Mccormack Place, Kinnaird Village, Larbert FK5",2,1,2,FK5
563,Coulters Stockbridge,"6/1 Roseburn Maltings, Roseburn, Edinburgh EH12",2,1,2,EH12
564,Alexander Taylor Estate Agents,"Cambridge Crescent, Falkirk FK2",5,2,4,FK2
565,Morton Napier,"Kinnaird Place, Kirkcaldy KY2",4,1,2,KY2
566,Clancys Solicitors,"Mortonhall Park View, Edinburgh EH17",2,1,1,EH17
567,Taylor William,"105 B Claremont, Alloa FK10",4,2,3,FK10
568,Countrywide Scotland - Dennistoun,"Inveresk Street, Glasgow, Lanarkshire G32",1,1,1,G32
569,Blackadders,"8/12 Powderhall Rigg, Edinburgh EH7",2,1,2,EH7
570,"Clyde Property, Shawlands","Sunart Road, Flat 1/1, Craigton, Glasgow G52",2,1,1,G52
571,Garden Stirling Burnet Properties,"2 Winton Way, Tranent EH33",3,2,1,EH33
572,Cochran Dickie (Paisley),"24 Victoria Gardens, Paisley PA2",2,1,2,PA2
573,Neilsons Solicitors & Estate Agents,"27/12 Gardner's Crescent, Edinburgh EH3",1,1,1,EH3
574,Cochran Dickie,"Flat 19, The Old School House, Bridge Of Weir PA11",2,1,1,PA11
576,T Duncan & Co,"Dickson Avenue, Hillside, Montrose DD10",4,2,2,DD10
577,McQueen Legal,"9 (3F1) Merchiston Grove, Edinburgh EH11",1,1,1,F1
579,Harper Macleod,"Dunrossness, Shetland ZE2",3,2,1,ZE2
580,Morgans,"30 Pitfirrane Park, Crossford, Dunfermline KY12",2,1,1,KY12
581,Thorntons Law LLP - St. Andrews,"Main Street, Kingsbarns, St. Andrews KY16",3,1,1,KY16
582,Thorntons Law LLP - Anstruther,"Kirk Park Road, Elie, Leven KY9",3,2,1,KY9
583,Thorntons Law LLP - Perth,"Gwendoline Row, Drunzie, Glenfarg, Perth PH2",5,3,2,PH2
584,Thorntons Law LLP - Perth,"Smiddy Road, Newtyle, Angus PH12",3,2,3,PH12
585,Thorntons Law LLP - Perth,Aberfeldy PH15,4,3,3,PH15
586,Savills - Edinburgh Town,"Leopold Place, Edinburgh EH7",2,1,2,EH7
587,Savills - Edinburgh Country Houses,"Penfold Cottage, 4 Chapel Mains, Galashiels, Selkirkshire TD1",2,1,2,TD1
588,Home Sweet Home Estate Agents,"Telford Road, Inverness IV3",3,1,1,IV3
589,Rollos Law LLP,"Arkaig, 6, Millgate, Cupar, Fife KY15",4,2,2,KY15
590,Thorntons Law LLP - Cupar,"Station Road, Cupar KY15",2,1,1,KY15
591,Remax Property,"Spottiswoode Gardens, Mid Calder EH53",2,1,1,EH53
592,"Clyde Property, Stirling","13 Kenilworth Road, Bridge Of Allan, Stirling FK9",3,2,2,FK9
594,"Clyde Property, Shawlands","Westmoreland Street, Flat 1/1, Govanhill, Glasgow G42",2,3,1,G42
595,Miller Hendry,"Unity Terrace, Perth PH1",3,2,2,PH1
596,"Purplebricks, Head Office","Findochty Street, Glasgow G33",2,1,2,G33
598,"Clyde Property, Helensburgh","Hall Road, Rhu, Argyll And Bute G84",2,2,2,G84
599,Anderson Strathern,"3/4 Oxgangs Row, Edinburgh EH13",2,1,1,EH13
600,Possible Estate Agents,"43 Robertson Road, Perth PH1",2,1,1,PH1
601,Simple Approach Estate Agents,"School Field Road, Rattray, Blairgowrie PH10",3,1,1,PH10
602,"Purplebricks, Head Office","Westfarm Court, Glasgow G72",2,1,2,G72
603,McDougall McQueen,"18 Ravelsykes Road, Penicuik EH26",4,3,3,EH26
604,Neilsons Solicitors & Estate Agents,"43 Captains Drive, Edinburgh EH16",3,1,1,EH16
605,Coulters Stockbridge,"52/5 Marchmont Crescent, Marchmont, Edinburgh EH9",1,1,1,EH9
606,Regents Estates and Mortgages,"Law Road, Dunfermline KY11",2,1,1,KY11
607,DM Property,"1 Albert Terrace, Linkfield Road, Musselburgh EH21",4,3,1,EH21
608,Cochran Dickie (Paisley),"Neilston Road, Paisley PA2",3,2,2,PA2
609,Pacitti Jones,"0/1, 36, Thornwood Avenue, Thornwood, Glasgow G11",1,1,1,G11
610,"Purplebricks, Head Office","Benn Avenue, Paisley PA1",3,1,1,PA1
611,Highland Residential,"David Ross Street, Alness IV17",2,1,1,IV17
612,Russel + Aitken Edinburgh LLP,"95/4 Grange Loan, Grange, Edinburgh EH9",3,1,2,EH9
614,"Purplebricks, Head Office","Sheldrake Place, Johnstone PA5",3,1,1,PA5
615,Your Move - Dumfries,"Stanedyke Crescent, Lochmaben, Lockerbie, Dumfries And Galloway DG11",1,1,1,DG11
616,Your Move - Dingwall,"Marine Terrace, Cromarty, Highland IV11",4,1,1,IV11
617,Possible Estate Agents,"Flat 5/6, 28 Dunkeld Road, Perth PH1",2,1,1,PH1
618,Stonefield Estate Agents,"Obree Avenue, Prestwick KA9",2,1,1,KA9
619,Stonefield Estate Agents,"Kingscroft Road, Prestwick KA9",3,2,1,KA9
620,Stonefield Estate Agents,"Farrell Place, Ayr KA8",1,1,1,KA8
621,"Purplebricks, Head Office","Glen Crescent, Glasgow G13",2,1,1,G13
622,Harper Macleod,"Dunrossness, Shetland ZE2",3,2,1,ZE2
623,Places for People - Longniddry Village,"Coal Road, East Lothian EH32",2,1,2,EH32
624,Allen & Harris - Ayr,"High Street, Ayr KA7",2,1,1,KA7
626,Paul Fox Properties,"Belvidere Road, Bellshill ML4",2,1,2,ML4
627,JD Clark and Allan Ltd,"The Green, Gavinton, Duns TD11",3,3,3,TD11
628,RE/MAX Clydesdale & Tweeddale,"Bannatyne Street, Lanark ML11",1,1,1,ML11
629,Yopa,"Ash Grove, Heathhall, Dumfries DG1",4,1,2,DG1
630,Yopa,"Tippet Knowes Court, Winchburgh, Broxburn EH52",1,1,1,EH52
631,AB & A Matthews,"Main Street, Kirkinner, Newton Stewart DG8",2,1,1,DG8
632,Countrywide Scotland - Hamilton Sales,"Priory Lane, Lesmahagow, Lanark, South Lanarkshire ML11",4,2,3,ML11
633,Countrywide Scotland - Kirkintilloch,"Burnbrae Avenue, Moodiesburn, Glasgow, North Lanarkshire G69",2,1,1,G69
634,Remax Property Marketing,"Lapwing Drive, Dunfermline KY11",2,1,1,KY11
635,Slater Hogg & Howison - Dundee Sales,"Fords Lane, Dundee DD2",2,1,1,DD2
636,Slater Hogg & Howison - Greenock Sales,"Balloch Road, Greenock, Inverclyde PA15",3,1,1,PA15
638,Campbell Sievewright & Co,"Udston Road, Hamilton ML3",1,1,1,ML3
639,Residence,"Griqua Terrace, Bothwell, Glasgow G71",1,1,1,G71
640,Slater Hogg & Howison - Glenrothes,"Maryfield Gardens, Leslie, Glenrothes, Fife KY6",4,3,2,KY6
641,Slater Hogg & Howison - Largs,"Mill Park, Dalry, North Ayrshire, . KA24",2,1,1,KA24
642,Stewart & Watson,"59 Manitoba Avenue, Elgin IV30",3,1,1,IV30
643,Warners,"4A, Muirhouse Place East, Muirhouse, Edinburgh EH4",2,1,1,EH4
644,"Purplebricks, Head Office","Lachlan Crescent, Erskine PA8",4,3,1,PA8
645,Warners,"14 Mill Lane, Leith, Edinburgh EH6",2,1,2,EH6
646,Morgans,"4 St Johns Place, Dunfermline KY12",2,2,1,KY12
647,Lanarkshire Law Estate Agents,"John Bowman Gardens, Bellshill ML4",2,1,1,ML4
648,Warners,"156/3 Gilmerton Dykes Road, Gilmerton, Edinburgh EH17",2,1,1,EH17
649,Campbell Smith,"15 Saughton Gardens, Edinburgh EH12",2,1,1,EH12
650,Stewart & Watson,"Seafield Street, Portsoy AB45",2,2,1,AB45
651,AB Property Consultants & Estate Agents G69,"Dodside Street, Sandyhills, Glasgow G32",2,1,1,G32
652,"Purplebricks, Head Office","81 Dunnikier Road, Kirkcaldy KY1",2,1,1,KY1
653,"Purplebricks, Head Office","Albert Crescent, Newport-On-Tay DD6",1,1,1,DD6
654,Strathavon Properties,"Boar Stone View, Armadale EH48",4,2,3,EH48
655,Upload Abode,"Old Monkland Road, Coatbridge ML5",2,1,2,ML5
657,Scottish Property Centre,"Quarry Street, Motherwell ML1",2,1,1,ML1
658,Lawrie Estate Agents,"South Union Street, Cupar KY15",1,1,1,KY15
659,"Purplebricks, Head Office","Ayres Wynd, Prestonpans EH32",2,1,1,EH32
660,"Clyde Property, Falkirk","Rosebank Development, Dunipace, Falkirk FK6",3,1,2,FK6
661,"Clyde Property, Falkirk","Rosebank Development, Dunipace, Falkirk FK6",4,2,2,FK6
662,"Purplebricks, Head Office","Stornoway Drive, Inverness IV3",5,2,1,IV3
663,Moving Estate Agents,"Dumbarton Road, Whiteinch, Glasgow G14",1,1,1,G14
664,Cluny Estate Agents,"Balnageith Rise, Forres IV36",2,1,1,IV36
666,Stewart & Watson,"Margaret Lodge, 14 Bridgend, Buckie AB56",4,2,2,AB56
667,"Clyde Property, Falkirk","Rosebank Development, Dunipace, Falkirk FK6",2,1,1,FK6
668,"Your Move - McLaughlin, Uddingston","Old Edinburgh Road, Uddingston, Glasgow G71",3,1,1,G71
669,Morgans,"13 Victoria Street, Dunfermline KY12",1,1,1,KY12
670,Remax Property Marketing,"Jennie Lee Road, Cowdenbeath KY4",4,1,2,KY4
671,Clydebank Estate and Letting Agents,"Lilac Avenue, Clydebank G81",1,1,1,G81
674,Lawrie Estate Agents,"Tannery Court, Cupar KY15",1,1,1,KY15
675,Donald Ross Estate Agents Ltd,"9 Shawfarm Place, Prestwick KA9",2,1,1,KA9
677,"Purplebricks, Head Office","Coopers Crescent, Stewarton KA3",4,3,1,KA3
679,Caledonia Bureau,"Hillside Park, Hardgate, West Dunbartonshire G81",2,1,1,G81
680,Kirkland Estate Agents,"Cumbernauld Road, Glasgow G31",2,1,1,G31
681,Yopa,"Buttercup Crescent, Cambuslang, Glasgow G72",2,1,1,G72
682,Avenue Road Estate Agents,"89 Wester Kippielaw Drive, Dalkeith, Midlothian EH22",2,1,2,EH22
683,Home Sweet Home Estate Agents,"Drynie Terrace, Inverness IV2",2,1,1,IV2
684,Mchugh Estate Agents Ltd,"Dumbarton Road, Bowling, Glasgow G60",2,1,1,G60
685,Cockburns,"Fleurs Crescent, Forres IV36",1,1,1,IV36
686,"Purplebricks, Head Office","Harelaw Avenue, Glasgow G78",3,1,1,G78
687,Home Sweet Home Estate Agents,"Abbey Court, Inverness IV3",1,1,1,IV3
688,Countrywide Scotland - Hamilton Sales,"Dave Barrie Avenue, Larkhall ML9",2,1,1,ML9
689,Irving Geddes,"Burrell Street, Comrie PH6",3,1,2,PH6
690,Caledonia Bureau,"Greenlaw Road, Yoker, Glasgow G14",2,1,1,G14
691,Countrywide Scotland - Paisley,"Beith Road, Howwood, Renfrewshire PA9",3,2,1,PA9
692,"Purplebricks, Head Office","Pitkerro Drive, Dundee DD4",2,1,1,DD4
693,Lawrie Estate Agents,"Bankton Park, Kingskettle KY15",3,2,1,KY15
694,Allen & Harris - Dumbarton,"Langlands Terrace, Dumbarton G82",3,1,1,G82
695,Countrywide Scotland - Shawlands Sales,"Florida Street, Glasgow G42",2,1,1,G42
696,T Duncan & Co,"Nursery Crescent, Montrose DD10",3,1,2,DD10
697,Walker Laird Solicitors & Estate Agents,"Aros Drive, Glasgow G52",2,1,1,G52
698,Igloo,"Wilkie Drive, Holytown, Motherwell ML1",3,1,3,ML1
699,Momo Homes,"Gavin Street, Motherwell ML1",2,1,1,ML1
700,Stewart & Watson,"12 Park Grove, Buckie AB56",4,1,2,AB56
701,Donald Ross Estate Agents Ltd,"28 Forest Grove, Kilmarnock KA3",4,1,1,KA3
702,Knightbain Estate Agents Ltd,"Alexander Park, Broxburn EH52",3,1,1,EH52
703,Abode Estate Agency,"Alexander Street, Coatbridge ML5",3,1,1,ML5
704,Stuart and Stuart WS,"Polton Bank, Lasswade EH18",3,2,1,EH18
705,Blair Cadell,"165/18 Slateford Road, Edinburgh EH14",2,1,1,EH14
706,Connor Malcolm,"55/1 Orchard Brae Gardens, Edinburgh EH4",2,1,1,EH4
707,Warners,"54 Miller Street, Winchburgh, Broxburn EH52",4,2,2,EH52
708,Neilsons Solicitors & Estate Agents,"19 Hillwood Rise, Ratho Station, Newbridge EH28",3,1,1,EH28
709,Connor Malcolm,"8/5 North Werber Place, Edinburgh EH4",2,1,1,EH4
710,Neilsons Solicitors & Estate Agents,"39/30 East Crosscauseway, Edinburgh EH8",1,1,1,EH8
711,McDougall McQueen,"29 Woodburn Grove, Dalkeith EH22",2,1,1,EH22
712,DMD Law,"24 Corstorphine Bank Terrace, Edinburgh EH12",3,2,2,EH12
713,AB & A Matthews,"Shenally, 2 Old Hall Drive, Newton Stewart DG8",3,1,2,DG8
715,Irving Geddes,"Burrell Street, Comrie PH6",2,1,2,PH6
716,Premier Properties Perth,"Pitcairngreen, Perth PH1",4,2,2,PH1
717,Innes & Mackay,"Blair Grove, Inverness IV2",2,1,1,IV2
719,Morgans,"17 Cobden Court, Crossgates, Cowdenbeath KY4",3,2,1,KY4
720,Jas Campbell & Co,"11 Harvey Gardens, Ardrossan KA22",2,2,1,KA22
721,Allen & Harris - Helensburgh,"Glennan Gardens, Helensburgh G84",4,3,2,G84
